ENTREZID	ENSEMBL	SYMBOL	GENENAME
100503185	ENSMUSG00000111375	Btbd8	BTB (POZ) domain containing 8
209588	ENSMUSG00000025165	Sectm1a	secreted and transmembrane 1A
230587	ENSMUSG00000034762	Glis1	GLIS family zinc finger 1
70808	ENSMUSG00000048106	4632415L05Rik	RRS1 ribosome biogenesis regulator homolog pseudogene
246316	ENSMUSG00000039252	Lgi2	leucine-rich repeat LGI family, member 2
108078	ENSMUSG00000030162	Olr1	oxidized low density lipoprotein (lectin-like) receptor 1
19364	ENSMUSG00000018841	Rad51d	RAD51 paralog D
58203	ENSMUSG00000027514	Zbp1	Z-DNA binding protein 1
78801	ENSMUSG00000041323	Ak7	adenylate kinase 7
100217423	NA	Snord19	small nucleolar RNA, C/D box 19
107373	ENSMUSG00000024691	Fam111a	family with sequence similarity 111, member A
71174	ENSMUSG00000100733	4933416M06Rik	RIKEN cDNA 4933416M06 gene
66952	ENSMUSG00000032062	2310030G06Rik	RIKEN cDNA 2310030G06 gene
21679	ENSMUSG00000030353	Tead4	TEA domain family member 4
435626	ENSMUSG00000061815	Rufy4	RUN and FYVE domain containing 4
217219	ENSMUSG00000034685	Fam171a2	family with sequence similarity 171, member A2
93897	ENSMUSG00000081683	Fzd10	frizzled class receptor 10
229933	ENSMUSG00000036960	Clca2	chloride channel accessory 2
319954	NA	Egfros	epidermal growth factor receptor, opposite strand
15361	ENSMUSG00000046711	Hmga1	high mobility group AT-hook 1
68173	NA	Ppifos	peptidylprolyl isomerase F, opposite strand
59006	ENSMUSG00000028116	Myoz2	myozenin 2
56538	ENSMUSG00000067616	Klk11	kallikrein related-peptidase 11
17285	ENSMUSG00000001493	Meox1	mesenchyme homeobox 1
258571	ENSMUSG00000045392	Olfr1033	olfactory receptor 1033
78772	ENSMUSG00000053461	Hhipl2	hedgehog interacting protein-like 2
18585	ENSMUSG00000041119	Pde9a	phosphodiesterase 9A
13924	ENSMUSG00000097993	Ptprv	protein tyrosine phosphatase, receptor type, V
26909	ENSMUSG00000039748	Exo1	exonuclease 1
240638	ENSMUSG00000009378	Slc16a12	solute carrier family 16 (monocarboxylic acid transporters), member 12
330406	ENSMUSG00000041372	B4galnt3	beta-1,4-N-acetyl-galactosaminyl transferase 3
243382	ENSMUSG00000037826	Ppm1k	protein phosphatase 1K (PP2C domain containing)
71870	ENSMUSG00000026546	Cfap45	cilia and flagella associated protein 45
78354	ENSMUSG00000037145	2210407C18Rik	RIKEN cDNA 2210407C18 gene
77595	ENSMUSG00000027939	Nup210l	nucleoporin 210-like
70036	ENSMUSG00000106943	Dancr	differentiation antagonizing non-protein coding RNA
12557	ENSMUSG00000028217	Cdh17	cadherin 17
30060	ENSMUSG00000022780	Meltf	melanotransferrin
245596	ENSMUSG00000034551	Hdx	highly divergent homeobox
70178	ENSMUSG00000038459	Abhd17c	abhydrolase domain containing 17C
381318	ENSMUSG00000062510	Nsl1	NSL1, MIS12 kinetochore complex component
12524	ENSMUSG00000022901	Cd86	CD86 antigen
73884	ENSMUSG00000027520	Zdbf2	zinc finger, DBF-type containing 2
208967	ENSMUSG00000048550	Thnsl1	threonine synthase-like 1 (bacterial)
330385	ENSMUSG00000097462	9530026P05Rik	RIKEN cDNA 9530026P05 gene
70450	ENSMUSG00000057948	Unc13d	unc-13 homolog D
66705	ENSMUSG00000024136	Dnase1l2	deoxyribonuclease 1-like 2
230162	ENSMUSG00000039634	Zfp189	zinc finger protein 189
69354	ENSMUSG00000022464	Slc38a4	solute carrier family 38, member 4
66205	ENSMUSG00000060703	Cd302	CD302 antigen
72723	ENSMUSG00000059975	Zfp74	zinc finger protein 74
171285	ENSMUSG00000020399	Havcr2	hepatitis A virus cellular receptor 2
72391	ENSMUSG00000037628	Cdkn3	cyclin-dependent kinase inhibitor 3
57349	ENSMUSG00000029372	Ppbp	pro-platelet basic protein
213019	ENSMUSG00000022090	Pdlim2	PDZ and LIM domain 2
64706	ENSMUSG00000016763	Scube1	signal peptide, CUB domain, EGF-like 1
270120	ENSMUSG00000074505	Fat3	FAT atypical cadherin 3
56735	ENSMUSG00000051879	Krt71	keratin 71
17299	ENSMUSG00000006732	Mettl1	methyltransferase like 1
100504267	ENSMUSG00000085912	Trp53cor1	tumor protein p53 pathway corepressor 1
13506	ENSMUSG00000024331	Dsc2	desmocollin 2
15220	ENSMUSG00000038415	Foxq1	forkhead box Q1
66451	ENSMUSG00000028536	2610528J11Rik	RIKEN cDNA 2610528J11 gene
66425	ENSMUSG00000038370	Pcp4l1	Purkinje cell protein 4-like 1
12661	ENSMUSG00000030077	Chl1	cell adhesion molecule L1-like
234395	ENSMUSG00000034911	Ushbp1	USH1 protein network component harmonin binding protein 1
100862305	NA	NA	NA
408068	ENSMUSG00000048280	Zfp738	zinc finger protein 738
232313	ENSMUSG00000030074	Gxylt2	glucoside xylosyltransferase 2
233056	ENSMUSG00000011427	Zfp790	zinc finger protein 790
76257	ENSMUSG00000010064	Slc38a3	solute carrier family 38, member 3
58869	ENSMUSG00000027674	Pex5l	peroxisomal biogenesis factor 5-like
20311	ENSMUSG00000029371	Cxcl5	chemokine (C-X-C motif) ligand 5
76905	ENSMUSG00000037095	Lrg1	leucine-rich alpha-2-glycoprotein 1
26381	ENSMUSG00000026610	Esrrg	estrogen-related receptor gamma
18551	ENSMUSG00000020131	Pcsk4	proprotein convertase subtilisin/kexin type 4
72997	ENSMUSG00000087403	Kantr	Kdm5c adjacent non-coding transcript
667742	ENSMUSG00000041482	Piezo2	piezo-type mechanosensitive ion channel component 2
18441	ENSMUSG00000027765	P2ry1	purinergic receptor P2Y, G-protein coupled 1
109648	ENSMUSG00000029819	Npy	neuropeptide Y
67620	ENSMUSG00000031637	Lrp2bp	Lrp2 binding protein
243910	ENSMUSG00000036931	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta
26367	ENSMUSG00000054385	Ceacam2	carcinoembryonic antigen-related cell adhesion molecule 2
195209	NA	Zfp469	zinc finger protein 469
72393	ENSMUSG00000023011	Faim2	Fas apoptotic inhibitory molecule 2
545893	ENSMUSG00000072662	Mansc4	MANSC domain containing 4
56047	ENSMUSG00000063011	Msln	mesothelin
15162	ENSMUSG00000003283	Hck	hemopoietic cell kinase
72432	ENSMUSG00000055561	Spink5	serine peptidase inhibitor, Kazal type 5
19260	ENSMUSG00000027843	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)
269610	ENSMUSG00000005045	Chd5	chromodomain helicase DNA binding protein 5
15129	ENSMUSG00000052305	Hbb-b1	hemoglobin, beta adult major chain
320965	NA	4831440E17Rik	RIKEN cDNA 4831440E17 gene
71781	ENSMUSG00000026220	Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14
22177	ENSMUSG00000030579	Tyrobp	TYRO protein tyrosine kinase binding protein
71637	ENSMUSG00000115526	4930413F20Rik	RIKEN cDNA 4930413F20 gene
210503	ENSMUSG00000062743	Zfp677	zinc finger protein 677
70918	ENSMUSG00000029206	Nsun7	NOL1/NOP2/Sun domain family, member 7
20292	ENSMUSG00000020676	Ccl11	chemokine (C-C motif) ligand 11
76589	ENSMUSG00000043592	Unc5cl	unc-5 family C-terminal like
76589	ENSMUSG00000115974	Unc5cl	unc-5 family C-terminal like
320159	ENSMUSG00000045761	Togaram2	TOG array regulator of axonemal microtubules 2
238692	ENSMUSG00000069206	Zfp874a	zinc finger protein 874a
29818	ENSMUSG00000006221	Hspb7	heat shock protein family, member 7 (cardiovascular)
76787	ENSMUSG00000003863	Ppfia3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3
100502720	NA	Gm16144	predicted gene 16144
230612	ENSMUSG00000028544	Slc5a9	solute carrier family 5 (sodium/glucose cotransporter), member 9
227674	ENSMUSG00000026806	Ddx31	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 31
208836	ENSMUSG00000039187	Fanci	Fanconi anemia, complementation group I
17910	ENSMUSG00000042678	Myo15	myosin XV
12805	ENSMUSG00000055022	Cntn1	contactin 1
217593	ENSMUSG00000035472	Slc25a21	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21
664791	NA	Gm7340	predicted gene 7340
19363	ENSMUSG00000059060	Rad51b	RAD51 paralog B
442825	ENSMUSG00000055818	A230083G16Rik	RIKEN cDNA A230083G16 gene
12571	ENSMUSG00000040274	Cdk6	cyclin-dependent kinase 6
232430	ENSMUSG00000032652	Crebl2	cAMP responsive element binding protein-like 2
72472	ENSMUSG00000019838	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10
225861	ENSMUSG00000056185	Snx32	sorting nexin 32
117591	ENSMUSG00000005107	Slc2a9	solute carrier family 2 (facilitated glucose transporter), member 9
16153	ENSMUSG00000016529	Il10	interleukin 10
13429	ENSMUSG00000026825	Dnm1	dynamin 1
16680	ENSMUSG00000044294	Krt84	keratin 84
19264	ENSMUSG00000026395	Ptprc	protein tyrosine phosphatase, receptor type, C
241624	ENSMUSG00000048647	Exd1	exonuclease 3'-5' domain containing 1
329954	ENSMUSG00000048003	Catsper4	cation channel, sperm associated 4
215446	ENSMUSG00000041608	Entpd3	ectonucleoside triphosphate diphosphohydrolase 3
13645	ENSMUSG00000028017	Egf	epidermal growth factor
100041490	NA	Gm20875	predicted gene, 20875
268354	ENSMUSG00000044071	Fam19a2	family with sequence similarity 19, member A2
234673	ENSMUSG00000031886	Ces2e	carboxylesterase 2E
14073	ENSMUSG00000034171	Faah	fatty acid amide hydrolase
21824	ENSMUSG00000074743	Thbd	thrombomodulin
16924	ENSMUSG00000029228	Lnx1	ligand of numb-protein X 1
100503361	ENSMUSG00000094845	Tmem95	transmembrane protein 95
331392	ENSMUSG00000051537	Gm5124	nucleolar and coiled-body phosphoprotein 1 pseudogene
20873	ENSMUSG00000025758	Plk4	polo like kinase 4
20873	ENSMUSG00000116326	Plk4	polo like kinase 4
16156	ENSMUSG00000004371	Il11	interleukin 11
233529	ENSMUSG00000051727	Kctd14	potassium channel tetramerisation domain containing 14
67528	ENSMUSG00000031767	Nudt7	nudix (nucleoside diphosphate linked moiety X)-type motif 7
76469	ENSMUSG00000047419	Cmya5	cardiomyopathy associated 5
100504539	NA	Gm20275	predicted gene, 20275
217721	ENSMUSG00000034258	Flvcr2	feline leukemia virus subgroup C cellular receptor 2
234723	ENSMUSG00000031723	Txnl4b	thioredoxin-like 4B
19204	ENSMUSG00000056529	Ptafr	platelet-activating factor receptor
227058	ENSMUSG00000041144	Dnah7b	dynein, axonemal, heavy chain 7B
71775	ENSMUSG00000033688	1300017J02Rik	RIKEN cDNA 1300017J02 gene
69938	ENSMUSG00000019124	Scrn1	secernin 1
14588	ENSMUSG00000027316	Gfra4	glial cell line derived neurotrophic factor family receptor alpha 4
67664	ENSMUSG00000033107	Rnf125	ring finger protein 125
227960	ENSMUSG00000026893	Gca	grancalcin
12265	ENSMUSG00000022504	Ciita	class II transactivator
22755	ENSMUSG00000055305	Zfp93	zinc finger protein 93
72481	ENSMUSG00000079671	2610203C22Rik	RIKEN cDNA 2610203C22 gene
74530	ENSMUSG00000045008	9030612E09Rik	RIKEN cDNA 9030612E09 gene
105727	ENSMUSG00000023169	Slc38a1	solute carrier family 38, member 1
21823	ENSMUSG00000000214	Th	tyrosine hydroxylase
68074	NA	A930013F10Rik	RIKEN cDNA A930013F10 gene
544963	ENSMUSG00000021676	Iqgap2	IQ motif containing GTPase activating protein 2
170711	ENSMUSG00000033510	Otud7a	OTU domain containing 7A
449000	ENSMUSG00000096696	Zfp960	zinc finger protein 960
83430	ENSMUSG00000025383	Il23a	interleukin 23, alpha subunit p19
233199	ENSMUSG00000038670	Mybpc2	myosin binding protein C, fast-type
574405	ENSMUSG00000071745	DXBay18	DNA segment, Chr X, Baylor 18
58226	ENSMUSG00000024112	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit
19366	ENSMUSG00000028702	Rad54l	RAD54 like (S. cerevisiae)
243612	ENSMUSG00000034387	Ssu2	ssu-2 homolog (C. elegans)
14263	ENSMUSG00000028088	Fmo5	flavin containing monooxygenase 5
15957	ENSMUSG00000034459	Ifit1	interferon-induced protein with tetratricopeptide repeats 1
17921	ENSMUSG00000030761	Myo7a	myosin VIIA
330577	ENSMUSG00000038570	Saxo2	stabilizer of axonemal microtubules 2
217698	ENSMUSG00000042540	Acot5	acyl-CoA thioesterase 5
668253	ENSMUSG00000097589	Dleu2	deleted in lymphocytic leukemia, 2
100502869	NA	Gm19422	predicted gene, 19422
66442	ENSMUSG00000005233	Spc25	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)
320802	ENSMUSG00000045777	Ifitm10	interferon induced transmembrane protein 10
17986	ENSMUSG00000040138	Ndp	Norrie disease (pseudoglioma) (human)
723960	ENSMUSG00000065541	Mir24-2	microRNA 24-2
233067	ENSMUSG00000036957	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3
104582	ENSMUSG00000046215	Rprml	reprimo-like
74091	ENSMUSG00000042684	Npl	N-acetylneuraminate pyruvate lyase
382867	ENSMUSG00000044519	Zfp488	zinc finger protein 488
170720	ENSMUSG00000013483	Card14	caspase recruitment domain family, member 14
230904	ENSMUSG00000041556	Fbxo2	F-box protein 2
73072	ENSMUSG00000064125	Prr36	proline rich 36
57890	ENSMUSG00000043088	Il17re	interleukin 17 receptor E
70843	ENSMUSG00000055937	Krt28	keratin 28
15559	ENSMUSG00000026228	Htr2b	5-hydroxytryptamine (serotonin) receptor 2B
338320	ENSMUSG00000021000	Mia2	melanoma inhibitory activity 2
108995	ENSMUSG00000040247	Tbc1d10c	TBC1 domain family, member 10c
108995	ENSMUSG00000097708	Tbc1d10c	TBC1 domain family, member 10c
225341	ENSMUSG00000024395	Lims2	LIM and senescent cell antigen like domains 2
386655	ENSMUSG00000046058	Eid2	EP300 interacting inhibitor of differentiation 2
100217424	ENSMUSG00000065680	Snord38a	small nucleolar RNA, C/D box 38A
329831	ENSMUSG00000042788	Fam166b	family with sequence similarity 166, member B
212377	ENSMUSG00000045751	Mms22l	MMS22-like, DNA repair protein
100503377	NA	NA	NA
56013	ENSMUSG00000038453	Srcin1	SRC kinase signaling inhibitor 1
240038	ENSMUSG00000096433	Zfp994	zinc finger protein 994
109052	ENSMUSG00000022986	Krt75	keratin 75
246788	ENSMUSG00000043029	Trpv3	transient receptor potential cation channel, subfamily V, member 3
100302592	ENSMUSG00000064741	Snord14a	small nucleolar RNA, C/D box 14A
243328	ENSMUSG00000050822	Slc29a4	solute carrier family 29 (nucleoside transporters), member 4
100217468	NA	Snord45b	small nucleolar RNA, C/D box 45B
621312	ENSMUSG00000091577	Gm6211	predicted gene 6211
100043424	NA	Gm14005	predicted gene 14005
20201	ENSMUSG00000056054	S100a8	S100 calcium binding protein A8 (calgranulin A)
666105	NA	Gm7932	predicted gene 7932
667847	NA	NA	NA
232785	ENSMUSG00000072653	Zfp783	zinc finger protein 783
243197	ENSMUSG00000029490	Mfsd7a	major facilitator superfamily domain containing 7A
212539	ENSMUSG00000010529	Gm266	predicted gene 266
71856	ENSMUSG00000076434	Wfdc3	WAP four-disulfide core domain 3
56079	ENSMUSG00000028373	Astn2	astrotactin 2
64406	ENSMUSG00000075304	Sp5	trans-acting transcription factor 5
338354	ENSMUSG00000063047	Zfp780b	zinc finger protein 780B
100503057	NA	NA	NA
100862165	NA	NA	NA
69310	ENSMUSG00000037196	Pacrg	PARK2 co-regulated
12480	ENSMUSG00000041750	Cd1d2	CD1d2 antigen
100049161	ENSMUSG00000085918	Gm13032	predicted gene 13032
77782	ENSMUSG00000034206	Polq	polymerase (DNA directed), theta
414084	ENSMUSG00000044162	Tnip3	TNFAIP3 interacting protein 3
233066	ENSMUSG00000019737	Syne4	spectrin repeat containing, nuclear envelope family member 4
654309	ENSMUSG00000079036	Nrp	neural regeneration protein
69928	ENSMUSG00000073705	Cenps	centromere protein S
320207	ENSMUSG00000020901	Pik3r5	phosphoinositide-3-kinase regulatory subunit 5
72097	ENSMUSG00000026090	2010300C02Rik	RIKEN cDNA 2010300C02 gene
207839	ENSMUSG00000037280	Galnt6	polypeptide N-acetylgalactosaminyltransferase 6
68241	ENSMUSG00000025732	Mcrip2	MAPK regulated corepressor interacting protein 2
218476	ENSMUSG00000091387	Gcnt4	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)
414111	ENSMUSG00000106464	C130083M11Rik	RIKEN cDNA C130083M11 gene
16181	ENSMUSG00000026981	Il1rn	interleukin 1 receptor antagonist
20743	ENSMUSG00000067889	Sptbn2	spectrin beta, non-erythrocytic 2
235050	ENSMUSG00000066829	Zfp810	zinc finger protein 810
16520	ENSMUSG00000044216	Kcnj4	potassium inwardly-rectifying channel, subfamily J, member 4
19395	ENSMUSG00000032946	Rasgrp2	RAS, guanyl releasing protein 2
19395	ENSMUSG00000106685	Rasgrp2	RAS, guanyl releasing protein 2
100038494	ENSMUSG00000074885	Gm10782	predicted gene 10782
213417	ENSMUSG00000042115	Klhdc8a	kelch domain containing 8A
100043600	NA	Gm4544	predicted gene 4544
56807	ENSMUSG00000040722	Scamp5	secretory carrier membrane protein 5
75116	ENSMUSG00000074039	4930520O04Rik	RIKEN cDNA 4930520O04 gene
56620	ENSMUSG00000023349	Clec4n	C-type lectin domain family 4, member n
211578	ENSMUSG00000051207	Mrgprd	MAS-related GPR, member D
22324	ENSMUSG00000034116	Vav1	vav 1 oncogene
383103	ENSMUSG00000050908	Tvp23a	trans-golgi network vesicle protein 23A
218973	ENSMUSG00000037572	Wdhd1	WD repeat and HMG-box DNA binding protein 1
109218	ENSMUSG00000071506	Tmem139	transmembrane protein 139
21938	ENSMUSG00000028599	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b
20538	ENSMUSG00000055368	Slc6a2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
12824	ENSMUSG00000022483	Col2a1	collagen, type II, alpha 1
16660	ENSMUSG00000048981	Krt31	keratin 31
50530	ENSMUSG00000030116	Mfap5	microfibrillar associated protein 5
238690	ENSMUSG00000055480	Zfp458	zinc finger protein 458
17970	ENSMUSG00000026480	Ncf2	neutrophil cytosolic factor 2
22718	ENSMUSG00000037640	Zfp60	zinc finger protein 60
241197	ENSMUSG00000092572	Serpinb10	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10
381417	ENSMUSG00000079071	Gm14085	predicted gene 14085
20284	ENSMUSG00000031610	Scrg1	scrapie responsive gene 1
78767	ENSMUSG00000021176	Efcab11	EF-hand calcium binding domain 11
236727	ENSMUSG00000037341	Slc9a7	solute carrier family 9 (sodium/hydrogen exchanger), member 7
20661	ENSMUSG00000068747	Sort1	sortilin 1
232566	ENSMUSG00000068250	Amn1	antagonist of mitotic exit network 1
110876	ENSMUSG00000075318	Scn2a	sodium channel, voltage-gated, type II, alpha
110595	ENSMUSG00000030317	Timp4	tissue inhibitor of metalloproteinase 4
67911	ENSMUSG00000050954	Zfp169	zinc finger protein 169
225872	ENSMUSG00000045903	Npas4	neuronal PAS domain protein 4
71106	ENSMUSG00000021874	4933413J09Rik	RIKEN cDNA 4933413J09 gene
268527	ENSMUSG00000036523	Greb1	gene regulated by estrogen in breast cancer protein
17150	ENSMUSG00000060572	Mfap2	microfibrillar-associated protein 2
100503615	NA	NA	NA
76156	ENSMUSG00000029861	Fam131b	family with sequence similarity 131, member B
244723	ENSMUSG00000032172	Olfm2	olfactomedin 2
245695	ENSMUSG00000051224	Tceanc	transcription elongation factor A (SII) N-terminal and central domain containing
666390	NA	Gm13237	predicted gene 13237
71837	ENSMUSG00000030030	1700003E16Rik	RIKEN cDNA 1700003E16 gene
17930	ENSMUSG00000031461	Myom2	myomesin 2
212392	ENSMUSG00000071104	Ccdc110	coiled-coil domain containing 110
664799	ENSMUSG00000070495	Ctcfl	CCCTC-binding factor (zinc finger protein)-like
18155	ENSMUSG00000045731	Pnoc	prepronociceptin
20349	ENSMUSG00000063531	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E
21408	ENSMUSG00000020364	Zfp354a	zinc finger protein 354A
100504404	ENSMUSG00000036322	H2-Ea-ps	histocompatibility 2, class II antigen E alpha, pseudogene
20191	ENSMUSG00000021313	Ryr2	ryanodine receptor 2, cardiac
215378	ENSMUSG00000035131	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3
15364	ENSMUSG00000056758	Hmga2	high mobility group AT-hook 2
235086	ENSMUSG00000034275	Igsf9b	immunoglobulin superfamily, member 9B
22693	ENSMUSG00000047473	Zfp30	zinc finger protein 30
13661	ENSMUSG00000012350	Ehf	ets homologous factor
12954	ENSMUSG00000024041	Cryaa	crystallin, alpha A
240641	ENSMUSG00000024795	Kif20b	kinesin family member 20B
227933	ENSMUSG00000036641	Ccdc148	coiled-coil domain containing 148
100039192	ENSMUSG00000072680	Tmem254c	transmembrane protein 254c
14676	ENSMUSG00000034792	Gna15	guanine nucleotide binding protein, alpha 15
381650	ENSMUSG00000102644	Thap6	THAP domain containing 6
625018	ENSMUSG00000015451	C4a	complement component 4A (Rodgers blood group)
668137	ENSMUSG00000094973	Gm8994	predicted gene 8994
73016	ENSMUSG00000040680	Kremen2	kringle containing transmembrane protein 2
67724	ENSMUSG00000022325	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)
52589	ENSMUSG00000051359	Ncald	neurocalcin delta
320152	NA	4930412C18Rik	RIKEN cDNA 4930412C18 gene
11989	ENSMUSG00000031297	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3
93734	ENSMUSG00000022679	Mpv17l	Mpv17 transgene, kidney disease mutant-like
74559	ENSMUSG00000021696	Elovl7	ELOVL family member 7, elongation of long chain fatty acids (yeast)
14997	ENSMUSG00000067201	H2-M9	histocompatibility 2, M region locus 9
20297	ENSMUSG00000026166	Ccl20	chemokine (C-C motif) ligand 20
20607	ENSMUSG00000044933	Sstr3	somatostatin receptor 3
71876	ENSMUSG00000031629	Cenpu	centromere protein U
22172	NA	Tyms-ps	thymidylate synthase, pseudogene
636931	ENSMUSG00000079259	Trim71	tripartite motif-containing 71
214531	ENSMUSG00000037129	Tmprss13	transmembrane protease, serine 13
269094	NA	D730002M21Rik	RIKEN cDNA D730002M21 gene
12228	ENSMUSG00000022863	Btg3	B cell translocation gene 3
319829	NA	9330154K18Rik	RIKEN cDNA 9330154K18 gene
67470	ENSMUSG00000024254	Abcg8	ATP binding cassette subfamily G member 8
667276	NA	Gm8550	translation machinery associated 16 pseudogene
240186	ENSMUSG00000050945	Zfp438	zinc finger protein 438
76933	ENSMUSG00000079017	Ifi27l2a	interferon, alpha-inducible protein 27 like 2A
74626	ENSMUSG00000048174	Tmem81	transmembrane protein 81
66934	ENSMUSG00000027635	Dsn1	DSN1 homolog, MIS12 kinetochore complex component
100217419	ENSMUSG00000064666	Snora52	small nucleolar RNA, H/ACA box 52
12715	ENSMUSG00000030399	Ckm	creatine kinase, muscle
209590	ENSMUSG00000049093	Il23r	interleukin 23 receptor
235402	ENSMUSG00000049556	Lingo1	leucine rich repeat and Ig domain containing 1
12260	ENSMUSG00000036905	C1qb	complement component 1, q subcomponent, beta polypeptide
13115	ENSMUSG00000006724	Cyp27b1	cytochrome P450, family 27, subfamily b, polypeptide 1
76992	ENSMUSG00000036162	Fam219aos	family with sequence similarity 219, member A, opposite strand
100043133	ENSMUSG00000062944	9130023H24Rik	RIKEN cDNA 9130023H24 gene
71091	ENSMUSG00000020990	Cdkl1	cyclin-dependent kinase-like 1 (CDC2-related kinase)
68982	ENSMUSG00000098702	1500015A07Rik	RIKEN cDNA 1500015A07 gene
20897	ENSMUSG00000032327	Stra6	stimulated by retinoic acid gene 6
239368	ENSMUSG00000044726	Erich5	glutamate rich 5
75317	ENSMUSG00000035365	Parpbp	PARP1 binding protein
100504360	NA	D730003I15Rik	RIKEN cDNA D730003I15 gene
668923	ENSMUSG00000068130	Zfp442	zinc finger protein 442
100504616	ENSMUSG00000087480	Gm15910	predicted gene 15910
69219	ENSMUSG00000028194	Ddah1	dimethylarginine dimethylaminohydrolase 1
223780	ENSMUSG00000054136	Adm2	adrenomedullin 2
414093	ENSMUSG00000112280	A830082N09Rik	RIKEN cDNA A830082N09 gene
329910	ENSMUSG00000034853	Acot11	acyl-CoA thioesterase 11
238276	ENSMUSG00000021057	Akap5	A kinase (PRKA) anchor protein 5
320718	ENSMUSG00000042268	Slc26a9	solute carrier family 26, member 9
100127111	ENSMUSG00000065087	Snord22	small nucleolar RNA, C/D box 22
240047	ENSMUSG00000023903	Mmp25	matrix metallopeptidase 25
622976	ENSMUSG00000048621	Gm6377	predicted gene 6377
71846	ENSMUSG00000003824	Syce2	synaptonemal complex central element protein 2
16538	ENSMUSG00000040164	Kcns1	K+ voltage-gated channel, subfamily S, 1
20980	ENSMUSG00000026452	Syt2	synaptotagmin II
81701	ENSMUSG00000015467	Egfl8	EGF-like domain 8
665964	NA	Uba52-ps	ubitquitin A-52 residue ribosomal protein fusion product 1, pseudogene
13034	ENSMUSG00000004552	Ctse	cathepsin E
381628	ENSMUSG00000067642	Adgrf3	adhesion G protein-coupled receptor F3
17395	ENSMUSG00000017737	Mmp9	matrix metallopeptidase 9
104732	ENSMUSG00000037466	Tedc1	tubulin epsilon and delta complex 1
382571	ENSMUSG00000051726	Kcnf1	potassium voltage-gated channel, subfamily F, member 1
243373	ENSMUSG00000053297	AI854703	expressed sequence AI854703
207921	ENSMUSG00000050545	Fam228b	family with sequence similarity 228, member B
67317	ENSMUSG00000028451	1700022I11Rik	RIKEN cDNA 1700022I11 gene
100216539	ENSMUSG00000077625	Snord4a	small nucleolar RNA, C/D box 4A
75209	ENSMUSG00000051111	Sv2c	synaptic vesicle glycoprotein 2c
66815	ENSMUSG00000027994	Mcub	mitochondrial calcium uniporter dominant negative beta subunit
71660	ENSMUSG00000009281	Rarres2	retinoic acid receptor responder (tazarotene induced) 2
20305	ENSMUSG00000018927	Ccl6	chemokine (C-C motif) ligand 6
381544	ENSMUSG00000060268	Armh1	armadillo-like helical domain containing 1
244885	ENSMUSG00000046460	Sh2d7	SH2 domain containing 7
100038713	ENSMUSG00000113679	Gm10432	predicted gene 10432
209558	ENSMUSG00000019989	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3
667277	ENSMUSG00000098470	C1rb	complement component 1, r subcomponent B
56838	ENSMUSG00000074715	Ccl28	chemokine (C-C motif) ligand 28
223726	ENSMUSG00000041708	Mpped1	metallophosphoesterase domain containing 1
64011	ENSMUSG00000053310	Nrgn	neurogranin
207607	ENSMUSG00000039963	Ccdc40	coiled-coil domain containing 40
17174	ENSMUSG00000022887	Masp1	mannan-binding lectin serine peptidase 1
436049	NA	NA	NA
387221	ENSMUSG00000065475	Mir27b	microRNA 27b
69861	ENSMUSG00000042041	2010003K11Rik	RIKEN cDNA 2010003K11 gene
14311	ENSMUSG00000030278	Cidec	cell death-inducing DFFA-like effector c
14560	ENSMUSG00000021943	Gdf10	growth differentiation factor 10
72693	ENSMUSG00000036699	Zcchc12	zinc finger, CCHC domain containing 12
69706	ENSMUSG00000034883	Lrr1	leucine rich repeat protein 1
14786	ENSMUSG00000019312	Grb7	growth factor receptor bound protein 7
100306944	ENSMUSG00000064387	Snora73a	small nucleolar RNA, H/ACA box 73a
22784	ENSMUSG00000029151	Slc30a3	solute carrier family 30 (zinc transporter), member 3
15438	ENSMUSG00000043342	Hoxd9	homeobox D9
74257	ENSMUSG00000025875	Tspan17	tetraspanin 17
382111	ENSMUSG00000086596	Susd5	sushi domain containing 5
14853	ENSMUSG00000071723	Gspt2	G1 to S phase transition 2
74152	ENSMUSG00000028327	Stra6l	STRA6-like
